doc_id,item,category,amount,price,discount
CHK-03-03-83986,Intel Core i7-13700K,processors,2,4545,260.65
CHK-03-03-83986,NZXT H510 Case,cases,1,31124,2802.65
CHK-03-03-83986,AMD Ryzen 7 7700X,processors,5,78520,300.74
CHK-03-03-83986,Arctic Liquid Freezer II 360,coolers,1,6689,86.67
CHK-03-03-83986,Patriot Viper Steel 32GB DDR4,RAM,5,28953,1688.5
CHK-03-03-83986,Biostar X670E Valkyrie,motherboards,3,46882,44.34
CHK-03-03-91875,MSI MAG Z790 Tomahawk,motherboards,2,95891,12362.74
CHK-03-03-91875,be quiet! Dark Rock Pro 4,coolers,4,14129,145.9
CHK-03-03-91875,Crucial P5 Plus 500GB SSD,SSDs,1,30571,435.07
CHK-03-03-43851,Thermaltake Toughpower GF1 850W,power supplies,2,25576,3528.28
CHK-03-03-43851,Corsair 4000D Airflow Case,cases,5,86811,2909.11
CHK-03-03-43851,Samsung 990 PRO 1TB SSD,SSDs,5,29521,1879.87
CHK-03-03-43851,Lian Li Lancool III,cases,3,88811,4086.42
CHK-03-03-43851,be quiet! Dark Rock Pro 4,coolers,2,19387,2227.38
CHK-03-03-43851,HyperX Predator 64GB DDR5,RAM,2,46108,1529.57
CHK-03-03-43851,AMD Ryzen 9 7950X,processors,4,57013,1389.79
CHK-03-03-43851,Deepcool AK620 CPU Cooler,coolers,5,12447,136.8
CHK-03-03-43735,Fractal Design Meshify 2,cases,2,53860,6446.89
CHK-03-03-43735,EK AIO Elite 360 D-RGB Cooler,coolers,5,65493,5091.1
CHK-03-03-43735,Crucial Ballistix 32GB DDR4,RAM,4,58090,5563.39
CHK-03-03-43735,Gigabyte Aorus Z790 Master,motherboards,3,79157,967.79
CHK-03-03-43735,MSI MAG Z790 Tomahawk,motherboards,2,77281,2202.87
CHK-03-03-43735,Cooler Master Hyper 212,coolers,4,30755,2836.91
CHK-03-03-99666,ASRock B550 Phantom Gaming,motherboards,4,67697,4883.74
CHK-03-03-99666,Crucial Ballistix 32GB DDR4,RAM,3,48156,5682.34
CHK-03-03-99666,NVIDIA GeForce RTX 4090,graphics cards,1,54302,2661.34
CHK-03-03-99666,AMD Radeon RX 6800 XT,graphics cards,4,69348,5180.05
CHK-03-03-39845,G.Skill Trident Z5 64GB DDR4,RAM,2,83521,11133.59
CHK-03-03-39845,Samsung 990 PRO 1TB SSD,SSDs,1,97145,12594.23
CHK-03-03-10964,NZXT H510 Case,cases,4,33231,4163.29
CHK-03-03-10964,Intel Core i9-13900K,processors,3,78382,9130.7
CHK-03-03-10964,EVGA SuperNOVA 1000 G+,power supplies,2,72043,3063.23
CHK-03-03-55590,NVIDIA GeForce RTX 3080 Ti,graphics cards,1,35828,5202.33
CHK-03-03-55590,AMD Radeon RX 6800 XT,graphics cards,1,42087,4644.22
CHK-03-03-55590,Western Digital Black SN850X 2TB,SSDs,4,25465,3640.38
CHK-03-03-55590,Intel Core i7-13700K,processors,5,30489,2071.7
CHK-03-03-55590,ASUS ROG Strix Z790-E,motherboards,5,34538,1418.61
CHK-03-03-55590,AMD Radeon RX 6800 XT,graphics cards,4,32811,1106.14
CHK-03-03-55590,Samsung 990 PRO 1TB SSD,SSDs,5,54154,1141.14
CHK-03-03-97761,Cooler Master Hyper 212,coolers,4,72797,113.3
CHK-03-03-97761,Samsung 990 PRO 1TB SSD,SSDs,3,14505,2148.02
CHK-03-03-35343,ASRock B550 Phantom Gaming,motherboards,2,68305,5573.2
CHK-03-03-35343,NZXT H510 Case,cases,3,29187,659.83
CHK-03-03-35343,MSI MAG Z790 Tomahawk,motherboards,4,33223,1542.92
CHK-03-03-33931,NZXT H510 Case,cases,1,45151,2492.68
CHK-03-03-33931,Intel Core i7-13700K,processors,4,14271,1038.94
CHK-03-03-33931,Lian Li Lancool III,cases,5,18438,1030.4
CHK-03-03-33931,ASUS ROG Strix Z790-E,motherboards,1,78302,2804.79
CHK-03-03-33931,Samsung 990 PRO 1TB SSD,SSDs,2,86879,1215.83
CHK-03-03-33931,Biostar X670E Valkyrie,motherboards,5,39852,3002.01
CHK-03-03-33931,Deepcool AK620 CPU Cooler,coolers,3,86736,3688.73
CHK-03-03-19301,MSI MPG B650 Carbon,motherboards,4,31819,3134.55
CHK-03-03-19301,Intel Core i9-13900K,processors,3,3686,332.24
CHK-03-03-19301,be quiet! Dark Rock Pro 4,coolers,5,16777,1731.43
CHK-03-03-19301,AMD Ryzen 7 7700X,processors,5,82398,4634.85
CHK-03-03-19301,be quiet! Dark Rock Pro 4,coolers,4,34953,4521.91
CHK-03-03-19301,NVIDIA GeForce RTX 4090,graphics cards,4,19207,1225.01
CHK-03-03-92857,NVIDIA GeForce RTX 3080 Ti,graphics cards,2,13539,1234.98
CHK-03-03-92857,Seasonic Focus GX-750 PSU,power supplies,3,51299,1386.92
CHK-03-03-92857,G.Skill Trident Z5 64GB DDR4,RAM,5,26978,1607.85
CHK-03-03-92857,Lian Li Lancool III,cases,5,47177,1498.54
CHK-03-03-92857,Samsung 990 PRO 1TB SSD,SSDs,2,84160,4053.48
CHK-03-03-58787,Seasonic Focus GX-750 PSU,power supplies,4,79382,9571.18
CHK-03-03-58787,Corsair 4000D Airflow Case,cases,1,73685,3488.08
CHK-03-03-58787,AMD Radeon RX 6800 XT,graphics cards,3,8690,1171.45
CHK-03-03-58787,NVIDIA GeForce RTX 3080 Ti,graphics cards,1,25351,3265.39
