doc_id,item,category,amount,price,discount
CHK-01-03-33306,Western Digital Black SN850X 2TB,SSDs,4,37271,2586.55
CHK-01-03-33306,Western Digital Black SN850X 2TB,SSDs,5,55449,2026.04
CHK-01-03-33306,NVIDIA GeForce RTX 4090,graphics cards,5,70588,702.93
CHK-01-03-33306,Biostar X670E Valkyrie,motherboards,5,74376,1662.73
CHK-01-03-33306,ASUS ROG Strix Z790-E,motherboards,2,57872,2289.19
CHK-01-03-33306,Thermaltake Toughpower GF1 850W,power supplies,2,3185,475.1
CHK-01-03-33306,Corsair Vengeance 32GB DDR5,RAM,5,83137,7955.77
CHK-01-03-33306,Thermaltake Toughpower GF1 850W,power supplies,5,19994,1671.08
CHK-01-03-46037,Kingston Fury Beast 16GB DDR4,RAM,2,74334,10425.7
CHK-01-03-46037,Cooler Master Hyper 212,coolers,1,57190,8557.46
CHK-01-03-46037,MSI MPG B650 Carbon,motherboards,5,35647,1148.51
CHK-01-03-77126,HyperX Predator 64GB DDR5,RAM,1,1601,138.87
CHK-01-03-77126,Corsair 4000D Airflow Case,cases,5,14043,882.04
CHK-01-03-77126,EVGA SuperNOVA 1000 G+,power supplies,5,33241,1608.43
CHK-01-03-77126,Crucial P5 Plus 500GB SSD,SSDs,2,79954,6503.14
CHK-01-03-77126,Thermaltake Toughpower GF1 850W,power supplies,5,67621,9808.78
CHK-01-03-29464,Intel Core i9-13900K,processors,1,36895,4378.86
CHK-01-03-29464,Samsung 990 PRO 1TB SSD,SSDs,5,43097,3757.48
CHK-01-03-29464,EVGA SuperNOVA 1000 G+,power supplies,2,41513,445.86
CHK-01-03-29464,Seagate FireCuda 520 1TB,SSDs,5,74109,297.06
CHK-01-03-29464,ASRock B550 Phantom Gaming,motherboards,1,47350,1171.77
CHK-01-03-89971,Seagate FireCuda 520 1TB,SSDs,5,79426,3305.25
CHK-01-03-89971,MSI MPG B650 Carbon,motherboards,2,22870,783.67
CHK-01-03-89971,Intel Core i9-13900K,processors,5,79186,10907.93
CHK-01-03-56034,Phanteks Eclipse P400A,cases,2,93658,4244.98
CHK-01-03-56034,Cooler Master Hyper 212,coolers,3,68993,5382.78
CHK-01-03-62125,Silverstone RL06 Case,cases,4,70824,10071.78
CHK-01-03-62125,NVIDIA GeForce RTX 3080 Ti,graphics cards,2,95884,13565.01
CHK-01-03-62125,Fractal Design Meshify 2,cases,4,68512,1248.06
CHK-01-03-62125,Deepcool AK620 CPU Cooler,coolers,2,68263,3825.22
CHK-01-03-62125,MSI MPG B650 Carbon,motherboards,1,26625,2842.77
CHK-01-03-23213,MSI MPG B650 Carbon,motherboards,4,27753,1868.49
CHK-01-03-23213,Fractal Design Meshify 2,cases,4,9277,371.5
CHK-01-03-23213,Crucial P5 Plus 500GB SSD,SSDs,4,81201,5991.41
CHK-01-03-23213,Phanteks Eclipse P400A,cases,1,90979,8644.69
CHK-01-03-23213,Crucial Ballistix 32GB DDR4,RAM,4,56514,551.19
CHK-01-03-23213,Deepcool AK620 CPU Cooler,coolers,1,88782,3599.71
CHK-01-03-23213,AMD Ryzen 7 7700X,processors,2,65376,1965.65
CHK-01-03-23213,Lian Li Lancool III,cases,2,86722,256.41
CHK-01-03-53613,AMD Radeon RX 6800 XT,graphics cards,3,47861,2776.32
CHK-01-03-53613,MSI MAG Z790 Tomahawk,motherboards,2,91767,5946.62
CHK-01-03-53613,Crucial Ballistix 32GB DDR4,RAM,3,14878,9.74
CHK-01-03-53613,Silverstone RL06 Case,cases,2,10442,1366.78
CHK-01-03-53613,NVIDIA GeForce RTX 4090,graphics cards,3,96253,11557.05
CHK-01-03-53613,Gigabyte Aorus Z790 Master,motherboards,5,33495,3172.91
CHK-01-03-53613,Gigabyte Aorus Z790 Master,motherboards,4,13475,541.37
CHK-01-03-53613,Crucial Ballistix 32GB DDR4,RAM,5,48261,3989.83
