doc_id,item,category,amount,price,discount
CHK-03-04-55242,Deepcool AK620 CPU Cooler,coolers,4,22390,2040.27
CHK-03-04-55242,Arctic Liquid Freezer II 360,coolers,1,85345,12054.29
CHK-03-04-55242,Deepcool AK620 CPU Cooler,coolers,1,41680,6115.8
CHK-03-04-63576,Thermaltake Toughpower GF1 850W,power supplies,4,83030,7757.88
CHK-03-04-63576,NVIDIA GeForce RTX 4090,graphics cards,1,36901,2231.77
CHK-03-04-63576,NVIDIA GeForce RTX 3080 Ti,graphics cards,3,18272,518.0
CHK-03-04-63576,Silverstone RL06 Case,cases,5,65235,2492.22
CHK-03-04-63576,Samsung 990 PRO 1TB SSD,SSDs,3,58859,4853.26
CHK-03-04-63576,AMD Radeon RX 6800 XT,graphics cards,4,23805,1629.85
CHK-03-04-21019,EVGA SuperNOVA 1000 G+,power supplies,2,70672,5658.56
CHK-03-04-21019,G.Skill Trident Z5 64GB DDR4,RAM,4,14667,825.15
CHK-03-04-53553,Seagate FireCuda 520 1TB,SSDs,5,99990,2496.04
CHK-03-04-53553,AMD Ryzen 9 7950X,processors,4,9928,62.9
CHK-03-04-53553,AMD Radeon RX 6800 XT,graphics cards,3,85368,2669.87
CHK-03-04-53553,AMD Ryzen 7 7700X,processors,3,5508,224.05
CHK-03-04-53553,AMD Radeon RX 7900 XTX,graphics cards,4,93433,9535.1
CHK-03-04-53553,Intel Core i7-13700K,processors,1,49784,3811.26
CHK-03-04-53553,ASUS ROG Strix Z790-E,motherboards,1,57576,4006.19
CHK-03-04-61463,Crucial P5 Plus 500GB SSD,SSDs,3,14957,577.79
CHK-03-04-61463,AMD Radeon RX 7900 XTX,graphics cards,3,58140,2805.92
CHK-03-04-38877,Corsair 4000D Airflow Case,cases,4,42955,92.87
CHK-03-04-38877,Intel Core i7-13700K,processors,4,63322,3625.1
CHK-03-04-38877,Phanteks Eclipse P400A,cases,4,42738,4484.91
CHK-03-04-38877,NZXT H510 Case,cases,5,51217,4890.75
CHK-03-04-38877,Intel Core i5-12400F,processors,3,79707,4637.27
CHK-03-04-15642,Seagate FireCuda 520 1TB,SSDs,4,24759,341.43
CHK-03-04-15642,Noctua NH-D15 CPU Cooler,coolers,1,21274,20.31
CHK-03-04-15642,G.Skill Trident Z5 64GB DDR4,RAM,5,6540,946.17
CHK-03-04-15642,EK AIO Elite 360 D-RGB Cooler,coolers,2,79640,11911.53
CHK-03-04-15642,NZXT H510 Case,cases,3,77543,4142.83
CHK-03-04-18980,Lian Li Lancool III,cases,1,45787,445.86
CHK-03-04-18980,Thermaltake Toughpower GF1 850W,power supplies,5,32539,4723.04
CHK-03-04-18980,Deepcool AK620 CPU Cooler,coolers,3,64266,9439.04
CHK-03-04-18980,Gigabyte Aorus Z790 Master,motherboards,3,7175,983.09
CHK-03-04-18980,Crucial P5 Plus 500GB SSD,SSDs,5,40528,4463.55
CHK-03-04-18980,Samsung 990 PRO 1TB SSD,SSDs,3,40230,4351.69
CHK-03-04-31507,Corsair RM850x PSU,power supplies,2,77946,1355.53
CHK-03-04-31507,Arctic Liquid Freezer II 360,coolers,5,18262,944.15
CHK-03-04-31507,Cooler Master Hyper 212,coolers,1,31260,4511.46
CHK-03-04-31507,HyperX Predator 64GB DDR5,RAM,4,79870,4741.78
CHK-03-04-31507,AMD Radeon RX 6800 XT,graphics cards,4,34955,178.28
CHK-03-04-31507,Crucial P5 Plus 500GB SSD,SSDs,1,60082,3597.59
CHK-03-04-75674,Corsair Vengeance 32GB DDR5,RAM,3,45135,6351.56
CHK-03-04-75674,Cooler Master Hyper 212,coolers,5,38120,4106.11
CHK-03-04-75674,Corsair RM850x PSU,power supplies,4,20358,2654.67
CHK-03-04-75674,Intel Core i5-12400F,processors,2,63900,1235.14
CHK-03-04-75674,G.Skill Trident Z5 64GB DDR4,RAM,1,12101,22.65
CHK-03-04-75674,Patriot Viper Steel 32GB DDR4,RAM,5,70974,5133.39
CHK-03-04-39670,Thermaltake Toughpower GF1 850W,power supplies,4,77524,11191.92
CHK-03-04-39670,EVGA SuperNOVA 1000 G+,power supplies,2,50909,3632.93
CHK-03-04-39670,AMD Radeon RX 6800 XT,graphics cards,5,4490,532.73
CHK-03-04-55887,HyperX Predator 64GB DDR5,RAM,2,78171,5784.6
CHK-03-04-55887,ASRock B550 Phantom Gaming,motherboards,4,59895,2906.68
CHK-03-04-55887,Gigabyte Aorus Z790 Master,motherboards,5,96189,54.0
CHK-03-04-55887,Biostar X670E Valkyrie,motherboards,5,43985,631.61
CHK-03-04-55887,be quiet! Dark Rock Pro 4,coolers,3,37772,4409.35
CHK-03-04-55887,AMD Ryzen 9 7950X,processors,2,4162,310.69
CHK-03-04-55887,Seasonic Focus GX-750 PSU,power supplies,3,79814,2430.64
CHK-03-04-55887,Gigabyte Aorus Z790 Master,motherboards,1,79243,8346.16
CHK-03-04-19245,AMD Ryzen 5 7500F,processors,5,62454,472.56
CHK-03-04-19245,Seasonic Focus GX-750 PSU,power supplies,2,92827,6899.19
CHK-03-04-19245,be quiet! Dark Rock Pro 4,coolers,2,62536,8149.28
