doc_id,item,category,amount,price,discount
CHK-04-03-23918,Lian Li Lancool III,cases,2,64824,6557.42
CHK-04-03-23918,Kingston Fury Beast 16GB DDR4,RAM,4,45881,3617.3
CHK-04-03-23918,Seagate FireCuda 520 1TB,SSDs,1,86990,9695.51
CHK-04-03-23918,Patriot Viper Steel 32GB DDR4,RAM,2,69853,5684.19
CHK-04-03-23918,Phanteks Eclipse P400A,cases,5,8010,618.84
CHK-04-03-78512,Arctic Liquid Freezer II 360,coolers,1,44778,1788.73
CHK-04-03-78512,Deepcool AK620 CPU Cooler,coolers,5,37448,4623.16
CHK-04-03-78512,Crucial Ballistix 32GB DDR4,RAM,2,16696,513.38
CHK-04-03-78512,Cooler Master Hyper 212,coolers,3,41868,4355.69
CHK-04-03-78512,Crucial P5 Plus 500GB SSD,SSDs,3,15668,306.24
CHK-04-03-78512,Noctua NH-D15 CPU Cooler,coolers,1,32020,4384.55
CHK-04-03-99098,Samsung 990 PRO 1TB SSD,SSDs,1,12166,278.71
CHK-04-03-99098,Silverstone RL06 Case,cases,4,56243,1422.16
CHK-04-03-99098,Western Digital Black SN850X 2TB,SSDs,4,17373,2379.09
CHK-04-03-99098,Corsair RM850x PSU,power supplies,2,67873,8511.35
CHK-04-03-99098,Gigabyte Aorus Z790 Master,motherboards,2,96017,10368.48
CHK-04-03-99098,Seasonic Focus GX-750 PSU,power supplies,3,97238,7946.78
CHK-04-03-79126,NVIDIA GeForce RTX 4090,graphics cards,1,81333,6947.15
CHK-04-03-79126,Phanteks Eclipse P400A,cases,2,63246,2879.16
CHK-04-03-79126,Gigabyte Aorus Z790 Master,motherboards,4,60459,5158.14
CHK-04-03-79126,AMD Radeon RX 6800 XT,graphics cards,4,22326,1273.24
CHK-04-03-79126,ASRock B550 Phantom Gaming,motherboards,4,3120,204.35
CHK-04-03-11769,Corsair Vengeance 32GB DDR5,RAM,1,32544,1726.45
CHK-04-03-11769,Lian Li Lancool III,cases,5,99037,3525.04
CHK-04-03-11769,AMD Radeon RX 6800 XT,graphics cards,1,44199,847.45
CHK-04-03-11769,ASRock B550 Phantom Gaming,motherboards,1,56635,2816.97
CHK-04-03-11769,Corsair 4000D Airflow Case,cases,2,83566,4382.9
CHK-04-03-11769,AMD Radeon RX 7900 XTX,graphics cards,2,55737,2026.56
CHK-04-03-11769,Seagate FireCuda 520 1TB,SSDs,4,35923,3948.31
CHK-04-03-11646,Fractal Design Meshify 2,cases,5,13905,1501.3
CHK-04-03-11646,Kingston Fury Beast 16GB DDR4,RAM,3,42195,6057.63
CHK-04-03-11646,Crucial Ballistix 32GB DDR4,RAM,3,37361,4270.64
CHK-04-03-11646,Seasonic Focus GX-750 PSU,power supplies,4,3900,485.19
CHK-04-03-11646,Crucial P5 Plus 500GB SSD,SSDs,4,24611,1523.91
CHK-04-03-31738,ASUS ROG Strix Z790-E,motherboards,2,57113,6448.62
CHK-04-03-46311,AMD Ryzen 9 7950X,processors,1,81630,25.72
CHK-04-03-46311,Intel Core i5-12400F,processors,3,51796,1042.17
CHK-04-03-26449,EVGA SuperNOVA 1000 G+,power supplies,1,93360,12838.47
CHK-04-03-26449,AMD Radeon RX 7900 XTX,graphics cards,3,5309,641.61
CHK-04-03-26449,Biostar X670E Valkyrie,motherboards,3,22972,1293.07
CHK-04-03-26449,Cooler Master Hyper 212,coolers,5,28437,4257.07
CHK-04-03-31439,Lian Li Lancool III,cases,2,61639,7278.8
CHK-04-03-77739,ASRock B550 Phantom Gaming,motherboards,5,98966,11437.67
CHK-04-03-23444,Cooler Master Hyper 212,coolers,1,71834,4612.15
CHK-04-03-23444,AMD Ryzen 9 7950X,processors,5,16893,2175.63
CHK-04-03-23444,NVIDIA GeForce RTX 4090,graphics cards,3,32226,4101.08
CHK-04-03-23444,Fractal Design Meshify 2,cases,5,32360,2927.86
CHK-04-03-23444,Samsung 990 PRO 1TB SSD,SSDs,5,38141,3924.17
CHK-04-03-23444,Crucial P5 Plus 500GB SSD,SSDs,2,39344,5225.79
CHK-04-03-95243,Fractal Design Meshify 2,cases,5,10665,449.56
CHK-04-03-95243,HyperX Predator 64GB DDR5,RAM,4,21517,305.04
CHK-04-03-95243,NVIDIA GeForce RTX 4090,graphics cards,5,67234,3462.75
CHK-04-03-95243,EVGA SuperNOVA 1000 G+,power supplies,2,74244,1763.87
CHK-04-03-95243,Deepcool AK620 CPU Cooler,coolers,1,87764,11531.3
CHK-04-03-95243,Noctua NH-D15 CPU Cooler,coolers,2,55204,7329.29
CHK-04-03-95243,MSI MAG Z790 Tomahawk,motherboards,1,89720,7770.12
CHK-04-03-12320,Intel Core i9-13900K,processors,5,96666,4350.61
CHK-04-03-12320,Corsair Vengeance 32GB DDR5,RAM,4,62152,3458.43
CHK-04-03-12320,Seasonic Focus GX-750 PSU,power supplies,2,57417,4878.97
CHK-04-03-16688,Seagate FireCuda 520 1TB,SSDs,1,61781,4337.29
CHK-04-03-86565,Phanteks Eclipse P400A,cases,1,60201,4781.34
CHK-04-03-86565,NVIDIA GeForce RTX 4090,graphics cards,4,86032,6489.35
CHK-04-03-86565,Corsair RM850x PSU,power supplies,5,60603,6184.61
CHK-04-03-86565,Intel Core i7-13700K,processors,3,82317,4043.15
CHK-04-03-86565,AMD Ryzen 7 7700X,processors,2,21756,457.06
CHK-04-03-86565,Biostar X670E Valkyrie,motherboards,5,36037,4466.56
CHK-04-03-86565,Kingston Fury Beast 16GB DDR4,RAM,3,63191,8438.63
CHK-04-03-19505,Intel Core i5-12400F,processors,2,62898,2977.79
CHK-04-03-19505,Intel Core i7-13700K,processors,1,93758,11092.28
CHK-04-03-19505,MSI MPG B650 Carbon,motherboards,4,37888,4490.68
CHK-04-03-19505,Corsair RM850x PSU,power supplies,3,21989,3104.1
CHK-04-03-19505,Deepcool AK620 CPU Cooler,coolers,2,71582,10076.19
CHK-04-03-61698,Intel Core i9-13900K,processors,4,50283,2450.7
CHK-04-03-48128,Kingston Fury Beast 16GB DDR4,RAM,1,42257,982.25
CHK-04-03-48128,Kingston Fury Beast 16GB DDR4,RAM,1,4902,581.85
CHK-04-03-48128,AMD Radeon RX 6800 XT,graphics cards,4,19491,888.63
CHK-04-03-48128,NZXT H510 Case,cases,3,67236,1264.54
CHK-04-03-48128,Intel Core i7-13700K,processors,3,52748,5126.9
CHK-04-03-48128,Patriot Viper Steel 32GB DDR4,RAM,2,63333,3332.1
CHK-04-03-48128,AMD Ryzen 9 7950X,processors,1,54596,5677.11
CHK-04-03-48128,Lian Li Lancool III,cases,3,59266,102.92
CHK-04-03-77995,Patriot Viper Steel 32GB DDR4,RAM,4,17441,2236.51
CHK-04-03-77995,G.Skill Trident Z5 64GB DDR4,RAM,1,89159,5875.81
CHK-04-03-77995,NVIDIA GeForce RTX 4090,graphics cards,3,86991,10208.97
CHK-04-03-77995,NZXT H510 Case,cases,5,84211,11160.5
CHK-04-03-77995,NZXT H510 Case,cases,4,68027,7856.52
CHK-04-03-77995,EK AIO Elite 360 D-RGB Cooler,coolers,5,26795,1868.15
CHK-04-03-77995,Phanteks Eclipse P400A,cases,5,18458,1942.44
