doc_id,item,category,amount,price,discount
CHK-01-01-78342,ASUS ROG Strix Z790-E,motherboards,2,73057,7486.14
CHK-01-01-78342,G.Skill Trident Z5 64GB DDR4,RAM,3,27210,545.62
CHK-01-01-78342,Intel Core i7-13700K,processors,2,17860,1875.63
CHK-01-01-78342,EK AIO Elite 360 D-RGB Cooler,coolers,3,25849,2929.24
CHK-01-01-78342,AMD Ryzen 9 7950X,processors,5,94322,11873.7
CHK-01-01-78342,Crucial P5 Plus 500GB SSD,SSDs,1,81720,11744.56
CHK-01-01-78342,Phanteks Eclipse P400A,cases,4,69095,7863.6
CHK-01-01-12123,Intel Core i7-13700K,processors,3,20911,1484.57
CHK-01-01-32233,Intel Core i7-13700K,processors,2,38259,1470.68
CHK-01-01-32233,MSI MPG B650 Carbon,motherboards,4,38149,3067.14
CHK-01-01-32233,Corsair RM850x PSU,power supplies,1,19737,1332.93
CHK-01-01-32233,Western Digital Black SN850X 2TB,SSDs,2,5230,214.64
CHK-01-01-49256,Gigabyte Aorus Z790 Master,motherboards,3,47011,6190.0
CHK-01-01-69056,Corsair Vengeance 32GB DDR5,RAM,3,71489,6867.4
CHK-01-01-69056,AMD Radeon RX 7900 XTX,graphics cards,4,6515,886.09
CHK-01-01-69056,Kingston Fury Beast 16GB DDR4,RAM,3,32833,1864.74
CHK-01-01-69056,NVIDIA GeForce RTX 4090,graphics cards,2,7051,759.67
CHK-01-01-79313,ASRock B550 Phantom Gaming,motherboards,5,15894,2210.69
CHK-01-01-79313,Fractal Design Meshify 2,cases,3,60364,5367.5
CHK-01-01-79313,Thermaltake Toughpower GF1 850W,power supplies,2,52258,1656.34
CHK-01-01-79313,Corsair RM850x PSU,power supplies,1,42326,1765.48
CHK-01-01-79313,MSI MAG Z790 Tomahawk,motherboards,1,47373,122.41
CHK-01-01-79313,Intel Core i7-13700K,processors,5,37499,1164.46
CHK-01-01-79313,AMD Ryzen 5 7500F,processors,1,40766,4036.14
CHK-01-01-50799,HyperX Predator 64GB DDR5,RAM,2,45014,3155.49
CHK-01-01-50799,AMD Radeon RX 6800 XT,graphics cards,4,34032,2438.87
CHK-01-01-50799,Corsair Vengeance 32GB DDR5,RAM,3,11617,202.38
CHK-01-01-50799,Noctua NH-D15 CPU Cooler,coolers,1,72148,5938.31
CHK-01-01-77776,Cooler Master Hyper 212,coolers,2,40681,2871.46
CHK-01-01-77776,Patriot Viper Steel 32GB DDR4,RAM,4,96682,12372.32
CHK-01-01-77776,Crucial P5 Plus 500GB SSD,SSDs,1,10796,396.46
CHK-01-01-81426,NZXT H510 Case,cases,1,18813,1732.34
CHK-01-01-81426,G.Skill Trident Z5 64GB DDR4,RAM,5,33708,2367.1
CHK-01-01-81426,Thermaltake Toughpower GF1 850W,power supplies,3,13774,777.37
CHK-01-01-81426,Western Digital Black SN850X 2TB,SSDs,2,14607,1956.15
CHK-01-01-81426,Arctic Liquid Freezer II 360,coolers,5,56038,199.89
CHK-01-01-81426,AMD Radeon RX 6800 XT,graphics cards,1,64649,7737.8
CHK-01-01-81426,Intel Core i7-13700K,processors,2,93906,10839.14
CHK-01-01-89912,be quiet! Dark Rock Pro 4,coolers,3,15299,1786.36
CHK-01-01-89912,Seasonic Focus GX-750 PSU,power supplies,4,7440,662.82
CHK-01-01-63885,Intel Core i9-13900K,processors,2,1942,86.59
CHK-01-01-98222,MSI MPG B650 Carbon,motherboards,1,38307,568.23
CHK-01-01-98222,Corsair RM850x PSU,power supplies,2,43328,3353.72
CHK-01-01-98222,NVIDIA GeForce RTX 3080 Ti,graphics cards,2,37420,5569.44
CHK-01-01-98222,MSI MAG Z790 Tomahawk,motherboards,4,85116,1915.63
CHK-01-01-98222,Biostar X670E Valkyrie,motherboards,2,83254,5125.28
CHK-01-01-98222,Cooler Master Hyper 212,coolers,3,87227,3610.32
CHK-01-01-98222,Lian Li Lancool III,cases,1,5011,48.43
CHK-01-01-98222,Biostar X670E Valkyrie,motherboards,2,45038,3499.56
CHK-01-01-35121,Crucial Ballistix 32GB DDR4,RAM,5,98662,12191.04
CHK-01-01-35121,ASUS ROG Strix Z790-E,motherboards,4,28226,3985.41
CHK-01-01-35121,Corsair 4000D Airflow Case,cases,5,61876,2963.75
CHK-01-01-61728,Cooler Master Hyper 212,coolers,3,43591,4616.37
CHK-01-01-61728,MSI MAG Z790 Tomahawk,motherboards,5,64756,6742.72
CHK-01-01-61728,MSI MAG Z790 Tomahawk,motherboards,4,76037,11228.9
CHK-01-01-61728,AMD Ryzen 5 7500F,processors,1,44304,5074.71
CHK-01-01-61728,MSI MPG B650 Carbon,motherboards,3,83230,5909.73
CHK-01-01-61728,AMD Ryzen 5 7500F,processors,1,17798,1739.31
CHK-01-01-61728,AMD Ryzen 7 7700X,processors,1,86547,12942.28
CHK-01-01-85380,NVIDIA GeForce RTX 3080 Ti,graphics cards,5,60368,5442.04
CHK-01-01-85380,Corsair 4000D Airflow Case,cases,4,84232,6792.43
CHK-01-01-85380,Seasonic Focus GX-750 PSU,power supplies,5,36399,3037.02
CHK-01-01-85380,AMD Radeon RX 6800 XT,graphics cards,2,42658,1813.71
CHK-01-01-31231,EK AIO Elite 360 D-RGB Cooler,coolers,1,59607,5997.09
