doc_id,item,category,amount,price,discount
CHK-03-02-96914,MSI MAG Z790 Tomahawk,motherboards,4,61552,8129.82
CHK-03-02-96914,Gigabyte Aorus Z790 Master,motherboards,2,84179,3644.22
CHK-03-02-96914,Samsung 990 PRO 1TB SSD,SSDs,1,85822,5451.58
CHK-03-02-96914,Seasonic Focus GX-750 PSU,power supplies,1,72165,1200.49
CHK-03-02-86600,Biostar X670E Valkyrie,motherboards,1,96568,11776.07
CHK-03-02-86600,Intel Core i7-13700K,processors,5,62281,752.47
CHK-03-02-86600,Silverstone RL06 Case,cases,2,53659,6283.66
CHK-03-02-86600,MSI MAG Z790 Tomahawk,motherboards,2,94092,12611.88
CHK-03-02-86600,Biostar X670E Valkyrie,motherboards,4,48041,4699.34
CHK-03-02-74362,Samsung 990 PRO 1TB SSD,SSDs,1,38515,2102.73
CHK-03-02-74362,MSI MAG Z790 Tomahawk,motherboards,2,50169,2630.54
CHK-03-02-74362,EVGA SuperNOVA 1000 G+,power supplies,4,49562,7110.28
CHK-03-02-37513,Samsung 990 PRO 1TB SSD,SSDs,3,26358,3266.92
CHK-03-02-37513,Samsung 990 PRO 1TB SSD,SSDs,1,48118,2561.77
CHK-03-02-37513,EVGA SuperNOVA 1000 G+,power supplies,4,23119,3049.59
CHK-03-02-42523,Fractal Design Meshify 2,cases,4,81456,6121.49
CHK-03-02-42523,HyperX Predator 64GB DDR5,RAM,5,29660,2964.33
CHK-03-02-42523,NVIDIA GeForce RTX 4090,graphics cards,1,4159,399.55
CHK-03-02-42523,Phanteks Eclipse P400A,cases,1,43582,534.51
CHK-03-02-42523,Lian Li Lancool III,cases,5,75942,11015.8
CHK-03-02-42523,Gigabyte Aorus Z790 Master,motherboards,2,60881,2860.36
CHK-03-02-42523,Corsair RM850x PSU,power supplies,3,40142,887.34
CHK-03-02-42523,Intel Core i7-13700K,processors,4,79901,10777.15
CHK-03-02-37250,Deepcool AK620 CPU Cooler,coolers,5,71867,3736.57
CHK-03-02-37250,Samsung 990 PRO 1TB SSD,SSDs,3,60525,120.33
CHK-03-02-37250,G.Skill Trident Z5 64GB DDR4,RAM,2,6184,596.2
CHK-03-02-37250,AMD Radeon RX 7900 XTX,graphics cards,2,72846,3011.03
CHK-03-02-37250,NVIDIA GeForce RTX 3080 Ti,graphics cards,5,32989,1645.44
CHK-03-02-37250,Intel Core i9-13900K,processors,2,63687,101.24
CHK-03-02-79222,Corsair RM850x PSU,power supplies,4,64122,5032.43
CHK-03-02-79222,Phanteks Eclipse P400A,cases,3,75678,2179.69
CHK-03-02-79222,Corsair 4000D Airflow Case,cases,3,15757,1626.5
CHK-03-02-79222,Crucial Ballistix 32GB DDR4,RAM,2,58815,3376.05
CHK-03-02-79222,Noctua NH-D15 CPU Cooler,coolers,2,69650,9084.15
CHK-03-02-79222,HyperX Predator 64GB DDR5,RAM,1,92274,6332.62
CHK-03-02-31526,Thermaltake Toughpower GF1 850W,power supplies,4,64216,3823.34
CHK-03-02-31526,AMD Ryzen 7 7700X,processors,5,77150,6112.22
CHK-03-02-31526,Fractal Design Meshify 2,cases,1,39010,1833.92
CHK-03-02-31526,Noctua NH-D15 CPU Cooler,coolers,4,62843,8054.32
CHK-03-02-31526,MSI MAG Z790 Tomahawk,motherboards,5,91336,6426.3
