doc_id,item,category,amount,price,discount
CHK-04-01-10791,AMD Radeon RX 7900 XTX,graphics cards,5,15831,662.88
CHK-04-01-10791,Corsair Vengeance 32GB DDR5,RAM,5,80378,3185.3
CHK-04-01-10791,Fractal Design Meshify 2,cases,1,55947,173.45
CHK-04-01-10791,Fractal Design Meshify 2,cases,3,63894,31.09
CHK-04-01-10791,Intel Core i9-13900K,processors,4,2534,19.0
CHK-04-01-10791,AMD Ryzen 9 7950X,processors,3,22602,1212.1
CHK-04-01-10791,MSI MAG Z790 Tomahawk,motherboards,4,15810,1885.07
CHK-04-01-38051,NVIDIA GeForce RTX 4090,graphics cards,2,9698,199.5
CHK-04-01-38051,Thermaltake Toughpower GF1 850W,power supplies,3,54930,7849.38
CHK-04-01-38051,Seagate FireCuda 520 1TB,SSDs,4,78931,1176.35
CHK-04-01-17541,AMD Ryzen 9 7950X,processors,1,94808,8396.34
CHK-04-01-17541,Intel Core i9-13900K,processors,1,69451,10028.16
CHK-04-01-17541,Crucial Ballistix 32GB DDR4,RAM,1,61317,9035.49
CHK-04-01-17541,Crucial P5 Plus 500GB SSD,SSDs,1,80208,8603.28
CHK-04-01-17541,EK AIO Elite 360 D-RGB Cooler,coolers,2,4954,572.64
CHK-04-01-17541,G.Skill Trident Z5 64GB DDR4,RAM,5,80845,9939.21
CHK-04-01-81992,Western Digital Black SN850X 2TB,SSDs,1,31067,1210.4
CHK-04-01-81992,EVGA SuperNOVA 1000 G+,power supplies,1,73332,7476.67
CHK-04-01-66128,be quiet! Dark Rock Pro 4,coolers,1,68838,942.28
CHK-04-01-35258,Crucial Ballistix 32GB DDR4,RAM,1,43683,5556.97
CHK-04-01-35258,G.Skill Trident Z5 64GB DDR4,RAM,3,10674,873.78
CHK-04-01-35258,Corsair RM850x PSU,power supplies,4,10651,1539.24
CHK-04-01-35258,Corsair 4000D Airflow Case,cases,3,79111,4602.99
CHK-04-01-35258,Thermaltake Toughpower GF1 850W,power supplies,2,18851,2251.11
CHK-04-01-35258,Thermaltake Toughpower GF1 850W,power supplies,5,91632,9755.22
CHK-04-01-90759,HyperX Predator 64GB DDR5,RAM,2,89596,6339.19
CHK-04-01-90759,AMD Ryzen 9 7950X,processors,1,50459,804.24
CHK-04-01-90759,AMD Ryzen 9 7950X,processors,3,72400,3355.97
CHK-04-01-90759,Fractal Design Meshify 2,cases,4,40615,4659.92
CHK-04-01-90759,NZXT H510 Case,cases,1,20750,186.55
CHK-04-01-90759,Intel Core i9-13900K,processors,3,40586,1005.57
CHK-04-01-90759,AMD Ryzen 7 7700X,processors,2,39961,1537.26
CHK-04-01-62146,Deepcool AK620 CPU Cooler,coolers,4,57293,5742.67
CHK-04-01-62146,Corsair Vengeance 32GB DDR5,RAM,1,38463,1460.51
CHK-04-01-62146,Thermaltake Toughpower GF1 850W,power supplies,1,49100,6046.17
CHK-04-01-61221,Cooler Master Hyper 212,coolers,3,60400,2090.68
CHK-04-01-61221,EK AIO Elite 360 D-RGB Cooler,coolers,1,43078,243.21
CHK-04-01-61221,Fractal Design Meshify 2,cases,1,43664,4826.91
CHK-04-01-61221,NVIDIA GeForce RTX 4090,graphics cards,5,22294,519.51
CHK-04-01-61221,Noctua NH-D15 CPU Cooler,coolers,3,29246,3474.04
CHK-04-01-61221,EK AIO Elite 360 D-RGB Cooler,coolers,5,93536,3717.54
CHK-04-01-53629,Seagate FireCuda 520 1TB,SSDs,1,63027,9363.94
CHK-04-01-53629,Corsair Vengeance 32GB DDR5,RAM,4,24941,2892.04
CHK-04-01-53629,Cooler Master Hyper 212,coolers,1,32085,3267.47
CHK-04-01-53629,G.Skill Trident Z5 64GB DDR4,RAM,1,62734,2147.98
CHK-04-01-53629,MSI MPG B650 Carbon,motherboards,1,72270,9855.76
CHK-04-01-53629,Arctic Liquid Freezer II 360,coolers,5,78352,1551.82
CHK-04-01-38370,AMD Radeon RX 7900 XTX,graphics cards,4,16806,141.82
CHK-04-01-38370,Gigabyte Aorus Z790 Master,motherboards,4,46414,4188.51
CHK-04-01-38370,HyperX Predator 64GB DDR5,RAM,2,8594,623.19
CHK-04-01-38370,Crucial P5 Plus 500GB SSD,SSDs,5,89400,10872.37
CHK-04-01-73730,Corsair Vengeance 32GB DDR5,RAM,2,15985,393.38
CHK-04-01-73730,Arctic Liquid Freezer II 360,coolers,2,66682,1501.06
CHK-04-01-73730,Thermaltake Toughpower GF1 850W,power supplies,4,99452,12521.84
CHK-04-01-73730,MSI MPG B650 Carbon,motherboards,2,66075,8634.16
CHK-04-01-73730,Gigabyte Aorus Z790 Master,motherboards,4,87360,6458.73
CHK-04-01-73730,EVGA SuperNOVA 1000 G+,power supplies,1,11461,1134.38
CHK-04-01-73730,NZXT H510 Case,cases,3,28826,3287.76
CHK-04-01-73730,NVIDIA GeForce RTX 4090,graphics cards,5,27784,3174.14
CHK-04-01-82418,NVIDIA GeForce RTX 4090,graphics cards,1,62408,6005.36
CHK-04-01-82418,Patriot Viper Steel 32GB DDR4,RAM,1,70366,7826.66
CHK-04-01-82418,HyperX Predator 64GB DDR5,RAM,4,92584,4349.37
CHK-04-01-82418,Corsair RM850x PSU,power supplies,3,24341,1158.04
CHK-04-01-20940,ASUS ROG Strix Z790-E,motherboards,2,10650,826.52
CHK-04-01-20940,Corsair RM850x PSU,power supplies,5,91934,5021.09
CHK-04-01-20940,Phanteks Eclipse P400A,cases,1,77715,6373.07
CHK-04-01-20940,Phanteks Eclipse P400A,cases,2,34754,2100.29
CHK-04-01-20940,Seasonic Focus GX-750 PSU,power supplies,4,11252,520.65
CHK-04-01-20940,ASUS ROG Strix Z790-E,motherboards,3,7814,651.37
CHK-04-01-20940,AMD Ryzen 7 7700X,processors,4,87033,12008.75
CHK-04-01-20940,Biostar X670E Valkyrie,motherboards,1,34964,3117.92
CHK-04-01-98392,EVGA SuperNOVA 1000 G+,power supplies,3,59323,8492.1
CHK-04-01-88413,Silverstone RL06 Case,cases,2,73583,3887.5
CHK-04-01-88413,Patriot Viper Steel 32GB DDR4,RAM,4,80382,3398.92
CHK-04-01-88413,AMD Ryzen 5 7500F,processors,4,21443,1983.94
CHK-04-01-88413,MSI MAG Z790 Tomahawk,motherboards,4,39700,4435.06
CHK-04-01-28150,Intel Core i9-13900K,processors,1,56050,2718.04
CHK-04-01-28150,Seasonic Focus GX-750 PSU,power supplies,2,35499,900.49
CHK-04-01-12248,AMD Ryzen 7 7700X,processors,4,35019,3216.63
CHK-04-01-12248,AMD Ryzen 5 7500F,processors,4,16799,1491.47
