doc_id,item,category,amount,price,discount
CHK-01-02-32547,HyperX Predator 64GB DDR5,RAM,2,66689,2769.86
CHK-01-02-32547,Samsung 990 PRO 1TB SSD,SSDs,3,25893,1596.78
CHK-01-02-32547,EK AIO Elite 360 D-RGB Cooler,coolers,5,51021,2954.01
CHK-01-02-32547,AMD Radeon RX 7900 XTX,graphics cards,5,6306,825.17
CHK-01-02-32547,Crucial Ballistix 32GB DDR4,RAM,4,91130,11499.79
CHK-01-02-32547,G.Skill Trident Z5 64GB DDR4,RAM,2,83169,9002.26
CHK-01-02-32547,Intel Core i7-13700K,processors,4,26910,1740.92
CHK-01-02-32547,Samsung 990 PRO 1TB SSD,SSDs,1,99871,5341.44
CHK-01-02-33621,NVIDIA GeForce RTX 3080 Ti,graphics cards,4,7716,68.52
CHK-01-02-33621,Lian Li Lancool III,cases,2,13138,950.57
CHK-01-02-84232,Phanteks Eclipse P400A,cases,2,19526,1876.93
CHK-01-02-84232,NVIDIA GeForce RTX 3080 Ti,graphics cards,2,32756,2546.81
CHK-01-02-84232,Seasonic Focus GX-750 PSU,power supplies,5,67403,6199.11
CHK-01-02-84232,AMD Ryzen 5 7500F,processors,1,55972,3031.72
CHK-01-02-70419,Seasonic Focus GX-750 PSU,power supplies,2,29468,3927.77
CHK-01-02-70419,NVIDIA GeForce RTX 3080 Ti,graphics cards,5,27778,2859.52
CHK-01-02-70419,Deepcool AK620 CPU Cooler,coolers,3,11060,852.53
CHK-01-02-65191,NVIDIA GeForce RTX 3080 Ti,graphics cards,1,88245,1826.29
CHK-01-02-65191,Samsung 990 PRO 1TB SSD,SSDs,3,42757,472.8
CHK-01-02-65191,Patriot Viper Steel 32GB DDR4,RAM,2,64689,1790.33
CHK-01-02-65191,Intel Core i9-13900K,processors,2,61048,1559.0
CHK-01-02-65191,Western Digital Black SN850X 2TB,SSDs,2,10485,32.59
CHK-01-02-65191,ASRock B550 Phantom Gaming,motherboards,5,58620,1428.33
CHK-01-02-75618,Seagate FireCuda 520 1TB,SSDs,3,8116,656.2
CHK-01-02-75618,Patriot Viper Steel 32GB DDR4,RAM,4,96564,4675.83
CHK-01-02-75618,HyperX Predator 64GB DDR5,RAM,2,25588,2221.79
CHK-01-02-75618,Biostar X670E Valkyrie,motherboards,1,64657,4633.77
CHK-01-02-33928,Intel Core i5-12400F,processors,5,32650,2764.1
CHK-01-02-33928,Deepcool AK620 CPU Cooler,coolers,3,33766,3956.93
CHK-01-02-33928,EVGA SuperNOVA 1000 G+,power supplies,4,22249,3203.99
CHK-01-02-33928,Gigabyte Aorus Z790 Master,motherboards,4,19380,1686.22
CHK-01-02-33928,Biostar X670E Valkyrie,motherboards,4,41323,3781.64
CHK-01-02-33928,Noctua NH-D15 CPU Cooler,coolers,5,88504,5261.49
CHK-01-02-33928,AMD Ryzen 5 7500F,processors,5,39766,4360.7
CHK-01-02-77283,Kingston Fury Beast 16GB DDR4,RAM,4,83946,3211.95
CHK-01-02-77283,Crucial Ballistix 32GB DDR4,RAM,4,43303,3374.31
CHK-01-02-77283,MSI MPG B650 Carbon,motherboards,1,6359,758.67
CHK-01-02-77283,ASRock B550 Phantom Gaming,motherboards,3,60365,5596.16
CHK-01-02-77283,Corsair 4000D Airflow Case,cases,5,21227,2433.31
CHK-01-02-77283,Thermaltake Toughpower GF1 850W,power supplies,2,26844,563.58
CHK-01-02-77283,Arctic Liquid Freezer II 360,coolers,5,71272,246.58
CHK-01-02-68363,NVIDIA GeForce RTX 4090,graphics cards,2,43198,4842.15
CHK-01-02-68363,Seasonic Focus GX-750 PSU,power supplies,1,55837,5213.2
CHK-01-02-17793,AMD Radeon RX 6800 XT,graphics cards,2,77160,4540.31
CHK-01-02-17793,Deepcool AK620 CPU Cooler,coolers,2,23749,3261.69
CHK-01-02-17793,Corsair RM850x PSU,power supplies,2,30916,3234.41
CHK-01-02-17793,Thermaltake Toughpower GF1 850W,power supplies,3,95353,10158.75
CHK-01-02-17793,Corsair RM850x PSU,power supplies,1,27615,66.93
CHK-01-02-17793,ASRock B550 Phantom Gaming,motherboards,2,35504,873.18
