doc_id,item,category,amount,price,discount
CHK-02-02-73551,Western Digital Black SN850X 2TB,SSDs,4,92859,12744.56
CHK-02-02-73551,Corsair 4000D Airflow Case,cases,5,20900,1053.8
CHK-02-02-73551,AMD Radeon RX 6800 XT,graphics cards,4,50678,2401.81
CHK-02-02-73551,Corsair Vengeance 32GB DDR5,RAM,1,11269,892.14
CHK-02-02-73551,EVGA SuperNOVA 1000 G+,power supplies,5,68796,9093.33
CHK-02-02-73551,AMD Radeon RX 7900 XTX,graphics cards,2,30236,1077.38
CHK-02-02-73551,MSI MAG Z790 Tomahawk,motherboards,3,40792,374.5
CHK-02-02-73551,Crucial P5 Plus 500GB SSD,SSDs,5,19116,1429.87
CHK-02-02-68079,AMD Radeon RX 6800 XT,graphics cards,4,92839,13859.32
CHK-02-02-68079,ASRock B550 Phantom Gaming,motherboards,4,82562,5778.01
CHK-02-02-68079,Seasonic Focus GX-750 PSU,power supplies,2,9330,938.28
CHK-02-02-17216,Arctic Liquid Freezer II 360,coolers,5,26114,314.6
CHK-02-02-17216,NZXT H510 Case,cases,5,20585,189.68
CHK-02-02-17216,Gigabyte Aorus Z790 Master,motherboards,5,39990,3382.57
CHK-02-02-17216,Samsung 990 PRO 1TB SSD,SSDs,2,91113,13503.26
CHK-02-02-17216,Corsair RM850x PSU,power supplies,3,21092,2725.89
CHK-02-02-17216,Silverstone RL06 Case,cases,2,42044,2762.47
CHK-02-02-17216,Seagate FireCuda 520 1TB,SSDs,4,23339,547.15
CHK-02-02-17216,Thermaltake Toughpower GF1 850W,power supplies,1,10936,443.21
CHK-02-02-27272,Noctua NH-D15 CPU Cooler,coolers,1,29930,2454.03
CHK-02-02-27272,Cooler Master Hyper 212,coolers,4,85811,7167.17
CHK-02-02-27272,EK AIO Elite 360 D-RGB Cooler,coolers,3,34770,148.11
CHK-02-02-54479,Intel Core i9-13900K,processors,2,43891,3729.25
CHK-02-02-54479,Fractal Design Meshify 2,cases,2,49805,5298.89
CHK-02-02-68677,MSI MPG B650 Carbon,motherboards,5,94732,1658.21
CHK-02-02-25720,Patriot Viper Steel 32GB DDR4,RAM,4,19643,702.61
CHK-02-02-25720,Corsair RM850x PSU,power supplies,5,63517,1095.39
CHK-02-02-25720,ASUS ROG Strix Z790-E,motherboards,2,52445,6473.83
CHK-02-02-25720,Seasonic Focus GX-750 PSU,power supplies,3,17512,834.17
CHK-02-02-96934,Kingston Fury Beast 16GB DDR4,RAM,5,32639,4867.89
CHK-02-02-96934,Intel Core i5-12400F,processors,4,2366,267.48
CHK-02-02-96934,HyperX Predator 64GB DDR5,RAM,2,18338,1924.95
CHK-02-02-24858,Phanteks Eclipse P400A,cases,4,88943,9338.23
CHK-02-02-79989,Thermaltake Toughpower GF1 850W,power supplies,4,34465,3060.45
CHK-02-02-87934,AMD Ryzen 5 7500F,processors,5,63065,4070.41
CHK-02-02-87934,be quiet! Dark Rock Pro 4,coolers,2,61757,4520.37
CHK-02-02-87934,MSI MPG B650 Carbon,motherboards,2,44762,1425.53
CHK-02-02-87934,Seasonic Focus GX-750 PSU,power supplies,5,39954,5338.85
CHK-02-02-87934,Crucial Ballistix 32GB DDR4,RAM,1,51309,2482.17
CHK-02-02-29652,Seasonic Focus GX-750 PSU,power supplies,5,42759,1658.62
CHK-02-02-29652,Cooler Master Hyper 212,coolers,3,1976,137.77
CHK-02-02-29652,HyperX Predator 64GB DDR5,RAM,1,90515,5561.93
