doc_id,item,category,amount,price,discount
CHK-02-04-93554,Gigabyte Aorus Z790 Master,motherboards,5,20954,322.14
CHK-02-04-93554,Cooler Master Hyper 212,coolers,3,24559,1285.0
CHK-02-04-93554,Seasonic Focus GX-750 PSU,power supplies,5,71976,4034.17
CHK-02-04-93554,Seagate FireCuda 520 1TB,SSDs,1,87880,10766.45
CHK-02-04-93554,Intel Core i9-13900K,processors,1,8277,1151.63
CHK-02-04-93554,AMD Radeon RX 7900 XTX,graphics cards,3,2354,262.34
CHK-02-04-93554,NZXT H510 Case,cases,1,40413,1285.15
CHK-02-04-93554,Corsair RM850x PSU,power supplies,3,9159,57.93
CHK-02-04-93217,HyperX Predator 64GB DDR5,RAM,4,57639,3951.16
CHK-02-04-61518,Crucial Ballistix 32GB DDR4,RAM,5,63911,5720.59
CHK-02-04-61518,NVIDIA GeForce RTX 3080 Ti,graphics cards,1,51400,6861.1
CHK-02-04-61518,Intel Core i9-13900K,processors,5,96795,12584.5
CHK-02-04-61518,Thermaltake Toughpower GF1 850W,power supplies,2,25129,177.5
CHK-02-04-61518,NZXT H510 Case,cases,3,55350,6411.95
CHK-02-04-61518,Corsair RM850x PSU,power supplies,5,15969,1385.16
CHK-02-04-61518,Intel Core i5-12400F,processors,5,59161,630.13
CHK-02-04-61518,EK AIO Elite 360 D-RGB Cooler,coolers,1,89073,3420.62
CHK-02-04-14944,AMD Ryzen 7 7700X,processors,3,8385,856.31
CHK-02-04-88251,Seagate FireCuda 520 1TB,SSDs,5,94357,6839.64
CHK-02-04-11349,Arctic Liquid Freezer II 360,coolers,1,41165,5610.24
CHK-02-04-47821,EVGA SuperNOVA 1000 G+,power supplies,2,10523,375.94
CHK-02-04-47821,Patriot Viper Steel 32GB DDR4,RAM,4,36296,1052.59
CHK-02-04-43716,MSI MAG Z790 Tomahawk,motherboards,2,47415,5511.3
CHK-02-04-43716,Seagate FireCuda 520 1TB,SSDs,4,94667,3914.4
CHK-02-04-43716,Seagate FireCuda 520 1TB,SSDs,1,55007,1776.33
CHK-02-04-43716,Corsair RM850x PSU,power supplies,1,88422,3427.56
CHK-02-04-43716,Thermaltake Toughpower GF1 850W,power supplies,4,36941,2014.85
CHK-02-04-43716,Kingston Fury Beast 16GB DDR4,RAM,1,55234,2385.09
CHK-02-04-43716,Phanteks Eclipse P400A,cases,3,5992,841.93
CHK-02-04-81227,Intel Core i5-12400F,processors,2,92320,6545.71
CHK-02-04-81227,NVIDIA GeForce RTX 4090,graphics cards,3,11272,259.39
CHK-02-04-11616,Samsung 990 PRO 1TB SSD,SSDs,4,32102,2763.19
CHK-02-04-11616,Samsung 990 PRO 1TB SSD,SSDs,3,41295,3972.21
CHK-02-04-11616,NVIDIA GeForce RTX 4090,graphics cards,3,53484,601.92
CHK-02-04-11616,AMD Ryzen 5 7500F,processors,1,29225,69.26
CHK-02-04-11616,Fractal Design Meshify 2,cases,5,56877,1439.05
CHK-02-04-60558,Lian Li Lancool III,cases,2,88883,10729.34
CHK-02-04-60558,AMD Ryzen 7 7700X,processors,2,68621,1434.99
CHK-02-04-41094,Corsair RM850x PSU,power supplies,2,61882,9217.28
CHK-02-04-41094,Deepcool AK620 CPU Cooler,coolers,1,21386,1419.02
CHK-02-04-41094,Lian Li Lancool III,cases,4,31015,3448.75
CHK-02-04-41094,Gigabyte Aorus Z790 Master,motherboards,5,99928,14718.47
CHK-02-04-41094,Corsair Vengeance 32GB DDR5,RAM,2,17123,2164.23
CHK-02-04-41094,Arctic Liquid Freezer II 360,coolers,1,21547,2458.35
CHK-02-04-22941,EVGA SuperNOVA 1000 G+,power supplies,3,59281,3109.0
CHK-02-04-22941,Thermaltake Toughpower GF1 850W,power supplies,4,69190,4125.72
CHK-02-04-22941,Deepcool AK620 CPU Cooler,coolers,3,61469,1186.59
CHK-02-04-21170,Corsair 4000D Airflow Case,cases,2,47165,5090.78
CHK-02-04-21170,Kingston Fury Beast 16GB DDR4,RAM,3,92920,8879.3
CHK-02-04-34015,ASUS ROG Strix Z790-E,motherboards,2,77493,9571.39
CHK-02-04-34015,Phanteks Eclipse P400A,cases,5,1660,21.49
CHK-02-04-34015,Western Digital Black SN850X 2TB,SSDs,4,97247,4862.8
CHK-02-04-34015,Biostar X670E Valkyrie,motherboards,1,78114,8161.03
CHK-02-04-34015,AMD Radeon RX 7900 XTX,graphics cards,2,94079,12541.51
CHK-02-04-70932,AMD Radeon RX 7900 XTX,graphics cards,4,62382,1399.41
CHK-02-04-70932,HyperX Predator 64GB DDR5,RAM,2,60338,6683.21
CHK-02-04-70932,Samsung 990 PRO 1TB SSD,SSDs,3,18395,822.81
CHK-02-04-70932,EVGA SuperNOVA 1000 G+,power supplies,3,7957,680.46
CHK-02-04-70932,NVIDIA GeForce RTX 3080 Ti,graphics cards,5,51938,6636.39
CHK-02-04-70932,Gigabyte Aorus Z790 Master,motherboards,3,44432,3840.17
CHK-02-04-70932,MSI MAG Z790 Tomahawk,motherboards,3,39235,2201.76
CHK-02-04-70932,NVIDIA GeForce RTX 4090,graphics cards,3,84943,1009.19
CHK-02-04-81211,Phanteks Eclipse P400A,cases,5,20379,1155.3
CHK-02-04-81211,AMD Ryzen 9 7950X,processors,2,40546,3714.22
CHK-02-04-73291,Intel Core i7-13700K,processors,1,17166,1507.16
CHK-02-04-73291,Western Digital Black SN850X 2TB,SSDs,5,46164,4039.66
CHK-02-04-73291,HyperX Predator 64GB DDR5,RAM,5,2696,58.24
CHK-02-04-73291,Noctua NH-D15 CPU Cooler,coolers,5,77517,7420.07
CHK-02-04-73291,Corsair 4000D Airflow Case,cases,2,27774,2147.92
CHK-02-04-20761,Fractal Design Meshify 2,cases,3,57406,3304.83
CHK-02-04-20761,Crucial P5 Plus 500GB SSD,SSDs,3,25284,2499.96
CHK-02-04-20761,Samsung 990 PRO 1TB SSD,SSDs,4,73656,8977.85
CHK-02-04-20761,Thermaltake Toughpower GF1 850W,power supplies,1,40918,4748.58
